time,price,position,maker_value,filler_value
1707147748.8097365,96.4616,3.9,650.99,247.85
1707148662.964906,95.3185,4.4,645.71,248.48
1707149567.3340404,95.6938,3.6,647.01,249.13
1707150472.3161933,95.5011,3.7,646.69,249.75
1707151379.0933478,95.8563,3.0,647.66,250.15
1707152286.0090816,96.1851,3.5,647.89,250.70
1707153183.106877,96.1089,3.6,648.41,251.32
1707154087.655176,95.8252,3.3,647.68,252.00
1707154993.5180128,96.2009,-1.3,647.96,252.47
1707155898.4920652,95.6503,2.9,647.26,253.16
1707156803.1033423,95.6413,3.4,647.45,253.77
1707157708.8324897,95.5041,5.2,646.77,254.81
1707158612.9638426,95.5930,-1.0,647.26,255.31
1707159518.4733615,95.7868,-1.2,647.23,255.93
1707160421.692718,96.1590,2.7,648.64,256.65
1707161326.739883,96.4690,4.2,649.15,257.25
1707162234.0289721,95.9653,-1.8,651.41,258.33
1707163139.2025838,95.8767,0.6,652.10,258.99
1707164045.1526766,95.4073,-0.9,652.62,259.60
1707164955.4510427,95.3404,0.8,653.01,260.35
1707165856.6926205,95.6632,-0.6,652.97,261.23
1707166763.5937247,95.7034,2.0,654.72,261.91
1707167665.5133991,95.6283,-2.4,657.21,262.67
1707168571.3014648,95.3213,-2.8,658.24,263.15
1707169477.7957397,95.4898,1.2,659.06,263.84
1707170384.787317,94.9355,-1.3,658.61,264.43
1707171288.9139404,95.2176,-0.8,658.84,265.26
1707172195.8532312,94.5006,1.1,659.45,266.56
1707173097.8058627,94.7514,2.2,660.31,267.89
1707174003.411263,94.6969,-2.4,662.72,268.55
1707174907.9713392,94.7908,1.4,663.42,268.85
1707175813.6351554,95.4600,-1.1,664.93,269.29
1707176719.7975445,95.6941,-1.6,664.87,269.92
1707177625.8866854,95.5755,1.7,665.40,270.46
1707178168.3567894,95.7839,1.7,665.51,270.64
1707178188.5249527,95.8091,1.7,665.68,270.64
1707178218.5665503,95.8252,1.7,665.65,270.64
1707178308.7994394,95.8438,1.7,665.91,270.75
1707178461.250844,95.7090,1.7,665.35,270.77
